DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00792,Tripelennamine,91-81-6,SmallMoleculeDrug,C07180,"",5587,46506125,"","","",,,,2239338,"","",http://en.wikipedia.org/wiki/Tripelennamine,http://www.drugs.com/mtm/tripelennamine.html,,5385,,DAP000328
DB00793,Haloprogin,777-11-7,SmallMoleculeDrug,"",D00339,3561,46504892,"",PA449844,"",,,,,"","",http://en.wikipedia.org/wiki/Haloprogin,http://www.drugs.com/mtm/haloprogin-topical.html,"",3440,50194601,DAP001332
DB00794,Primidone,125-33-7,SmallMoleculeDrug,C07371,D00474,4909,46507775,"",PA451105,"",,,,396761,http://www.rxlist.com/cgi/generic2/primid.htm,"",http://en.wikipedia.org/wiki/Primidone,http://www.drugs.com/cdi/primidone.html,0527-1301-01,4740,,DAP000678
DB00795,Sulfasalazine,599-79-1,SmallMoleculeDrug,C07316,D00448,5359476,46505451,9334,"",SAS,"",,"",685933,http://www.rxlist.com/cgi/generic/sulfasal.htm,"",http://en.wikipedia.org/wiki/Sulfasalazine,http://www.drugs.com/cdi/sulfasalazine.html,0013-0102-01,4510284,,DAP000153
DB00796,Candesartan,139481-59-7,SmallMoleculeDrug,C07468,D00626,2541,46508342,3347,PA448765,"","","","",2239091,http://www.rxlist.com/cgi/generic/candesar.htm,"",http://en.wikipedia.org/wiki/Candesartan,http://www.drugs.com/cdi/candesartan.html,0186-0004-31,2445,50240609,DAP001442
DB00797,Tolazoline,59-98-3,SmallMoleculeDrug,C07147,"",5504,46505641,28502,PA451716,"",,,,2195887,"","",http://en.wikipedia.org/wiki/Tolazoline,"",0083-6733-04,5303,,DAP000477
DB00798,Gentamicin,1403-66-3,SmallMoleculeDrug,C00505,"",3467,46506523,17833,PA449753,"",,,,776521,http://www.rxlist.com/cgi/generic2/pedgenta.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/gar1187.shtml,http://en.wikipedia.org/wiki/Gentamicin,http://www.drugs.com/cdi/gentamicin-drops.html,17478-283-10,3348,,DAP000116
DB00799,Tazarotene,118292-40-3,SmallMoleculeDrug,C12531,D01132,5381,46508992,32184,PA451591,"","","","",2243894,http://www.rxlist.com/cgi/generic3/avage.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/taz1429.shtml,http://en.wikipedia.org/wiki/Tazarotene,http://www.drugs.com/cdi/tazarotene-cream.html,0023-9236-30,5188,,DAP000462
DB00800,Fenoldopam,67227-57-0,SmallMoleculeDrug,"",D00613,3341,46504963,5002,PA449596,"",,,,,http://www.rxlist.com/cgi/generic3/fenoldopam.htm,"",http://en.wikipedia.org/wiki/Fenoldopam,"",55390-071-01,3224,,DAP000254
DB00801,Halazepam,23092-17-3,SmallMoleculeDrug,"",D00338,31640,46508415,"",PA449835,"","","","",,"","",http://en.wikipedia.org/wiki/Halazepam,http://www.drugs.com/mtm/halazepam.html,"",29343,,DAP000679
DB00802,Alfentanil,71195-58-9,SmallMoleculeDrug,C08005,"",51263,46505618,2569,PA448084,"",,,,2248181,http://www.rxlist.com/cgi/generic2/alfent.htm,"",http://en.wikipedia.org/wiki/Alfentanil,"",17478-067-02,46451,50008979,DAP001134
DB00803,Colistin,1264-72-8,SmallMoleculeDrug,C13768,D02138,5311054,46505467,"",PA449103,"",,,,,"","",http://en.wikipedia.org/wiki/Colistin,"","",4470591,,DAP001324
DB00804,Dicyclomine,77-19-0,SmallMoleculeDrug,C06951,"",3042,46505371,4514,PA449299,"",,,,392820,http://www.rxlist.com/cgi/generic/dicyc.htm,"",http://en.wikipedia.org/wiki/Dicyclomine,http://www.drugs.com/cdi/dicyclomine.html,0378-1610-01,2934,50010101,DAP001118
DB00805,Minaprine,25905-77-5,SmallMoleculeDrug,"","",4199,46505380,51038,"","","","","",,"","","","","",4054,,DAP000475
DB00806,Pentoxifylline,6493-05-6,SmallMoleculeDrug,C07424,D00501,4740,46505940,"","","",,,,1968432,http://www.rxlist.com/cgi/generic/pentox.htm,"",http://en.wikipedia.org/wiki/Pentoxifylline,http://www.drugs.com/cdi/pentoxifylline.html,0378-0357-01,4578,10850,DAP000048
DB00807,Proparacaine,499-67-2,SmallMoleculeDrug,C07383,"",4935,46507960,"",PA451135,"","","","",872857,http://www.rxlist.com/cgi/generic2/propara.htm,"",http://en.wikipedia.org/wiki/Proparacaine,http://www.drugs.com/cdi/proparacaine-drops.html,17478-263-12,4766,50017718,DAP000513
DB00808,Indapamide,26807-65-8,SmallMoleculeDrug,"",D00345,3702,46508626,"",PA449975,"","",,"",2240350,http://www.rxlist.com/cgi/generic/indap.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/loz1241.shtml,http://en.wikipedia.org/wiki/Indapamide,http://www.drugs.com/cdi/indapamide.html,0339-6494-11,3574,25901,DAP000498
DB00809,Tropicamide,1508-75-4,SmallMoleculeDrug,"",D00397,5593,46505924,"",PA451803,"",,,,2148536,"","",http://en.wikipedia.org/wiki/Tropicamide,http://www.drugs.com/cdi/tropicamide.html,61314-354-01,5391,,DAP000345
DB00810,Biperiden,514-65-8,SmallMoleculeDrug,C07941,D00779,2381,46508325,3112,PA448626,"",,,,124982,http://www.rxlist.com/cgi/generic2/biperiden.htm,"",http://en.wikipedia.org/wiki/Biperiden,http://www.drugs.com/cdi/biperiden.html,49884-693-01,2289,50240680,DAP001125
DB00811,Ribavirin,36791-04-5,SmallMoleculeDrug,"",D00423,37542,46505883,"",PA451241,RTP,,,,,www.rxlist.com/cgi/generic2/ribavirin.htm,"",http://en.wikipedia.org/wiki/Ribavirin,http://www.drugs.com/cdi/ribavirin.html,0004-0086-94,34439,,DNC001210
DB00812,Phenylbutazone,50-33-9,SmallMoleculeDrug,C07440,D00510,4781,46507038,48574,PA450932,P1Z,,,,596701,"","",http://en.wikipedia.org/wiki/Phenylbutazone,"","",4617,,DAP000974
DB00813,Fentanyl,437-38-7,SmallMoleculeDrug,"",D00320,3345,46506372,119915,PA449599,"","","","",2240434,http://www.rxlist.com/cgi/generic2/fentanyl.htm,"",http://en.wikipedia.org/wiki/Fentanyl,http://www.drugs.com/fentanyl.html,0781-7240-55,3228,50008984,DAP000072
DB00814,Meloxicam,71125-38-7,SmallMoleculeDrug,C08169,D00969,5281106,46506624,"",PA450353,"","","","",2248031,http://www.rxlist.com/cgi/generic/mobic.htm,"",http://en.wikipedia.org/wiki/Meloxicam,http://www.drugs.com/cdi/meloxicam.html,0378-1066-01,4444553,50056998,DAP000971
DB00815,Sodium lauryl sulfate,151-21-3,SmallMoleculeDrug,C11166,D01045,,,8984,PA451398,"","","","",,"","",http://en.wikipedia.org/wiki/Sodium_lauryl_sulfate,"","",,,DAP001227
DB00816,Orciprenaline,586-06-1,SmallMoleculeDrug,C07144,D00685,4086,46504464,"",PA450390,"","","","",,http://www.rxlist.com/cgi/generic2/metaproterenol.htm,"",http://en.wikipedia.org/wiki/Orciprenaline,,0597-0070-08,3944,,DNC000927
DB00817,Rosoxacin,40034-42-2,SmallMoleculeDrug,"",D02305,287180,46508469,"","","","","","",,"","","","","",253208,,DAP000929
DB00818,Propofol,2078-54-8,SmallMoleculeDrug,C07523,D00549,4943,46504991,8495,PA451141,PFL,,,,2242973,http://www.rxlist.com/cgi/generic2/propof.htm,"",http://en.wikipedia.org/wiki/Propofol,http://www.drugs.com/propofol.html,0409-4699-30,4774,,DAP000662
DB00819,Acetazolamide,59-66-5,SmallMoleculeDrug,C06805,D00218,1986,46504493,27690,PA448018,AZM,"","","",545015,http://www.rxlist.com/cgi/generic/aceta.htm,"",http://en.wikipedia.org/wiki/Acetazolamide,http://www.drugs.com/cdi/acetazolamide.html,0555-0513-02,1909,10880,DAP000600
DB00820,Tadalafil,171596-29-5,SmallMoleculeDrug,"",D02008,110635,46507646,"",PA10333,CIA,"","","",2248088,http://www.rxlist.com/cgi/generic3/cialis.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cia1687.shtml,http://en.wikipedia.org/wiki/Tadalafil,http://www.drugs.com/tadalafil.html,0002-4465-34,99301,14777,DAP000615
DB00821,Carprofen,53716-49-7,SmallMoleculeDrug,"","",2581,46505357,364453,"","","","","",2246557,"","",http://en.wikipedia.org/wiki/Carprofen,,,2483,50097346,DAP000975
DB00822,Disulfiram,97-77-8,SmallMoleculeDrug,C01692,D00131,3117,46506008,4659,PA449376,"",,,,2534,http://www.rxlist.com/cgi/generic/disulfiram.htm,"",http://en.wikipedia.org/wiki/Disulfiram,http://www.drugs.com/cdi/disulfiram.html,49884-153-01,3005,,DAP000012
DB00823,Ethynodiol Diacetate,297-76-7,SmallMoleculeDrug,C12724,D01294,9270,46506993,31580,PA449545,"","","","",469327,http://www.rxlist.com/cgi/generic/ethynoc.htm,"",http://en.wikipedia.org/wiki/Ethynodiol_diacetate,"","",8913,,DAP000856
DB00824,Enprofylline,41078-02-8,SmallMoleculeDrug,"","",1676,46505790,126237,"","","","","",,"","","","","",1613,50001493,DAP001375
DB00825,Menthol,2216-51-5,SmallMoleculeDrug,C00400,D00064,16666,46506513,15409,PA450365,"","",,"",2241935,"","",http://en.wikipedia.org/wiki/Menthol,http://www.drugs.com/cdi/menthol-cream.html,"",15803,,DAP000876
DB00826,Natamycin,7681-93-8,SmallMoleculeDrug,C08073,D00884,5281099,46509171,"",PA450599,"","",,"",,http://www.rxlist.com/cgi/generic2/natamycin.htm,"",http://en.wikipedia.org/wiki/Natamycin,http://www.drugs.com/cdi/natamycin.html,0065-0645-15,,,DAP001331
DB00827,Cinoxacin,28657-80-9,SmallMoleculeDrug,C08052,D00872,2762,46507547,3716,PA449007,"",,,,,http://www.rxlist.com/cgi/generic3/cinobac.htm,"",http://en.wikipedia.org/wiki/Cinoxacin,http://www.drugs.com/cons/cinoxacin.html,,2660,,DAP000999
DB00828,Fosfomycin,23155-02-4,SmallMoleculeDrug,C06454,D04253,446987,46506665,"",PA449708,FCN,,,,2240335,http://www.rxlist.com/cgi/generic2/fosfomycin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mon1275.shtml,http://en.wikipedia.org/wiki/Fosfomycin,http://www.drugs.com/cdi/fosfomycin.html,0456-4300-08,394204,,DAP000767
DB00829,Diazepam,439-14-5,SmallMoleculeDrug,C06948,D00293,3016,46505210,49575,PA449283,DZP,,,,2247176,http://www.rxlist.com/cgi/generic/diazepam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/val1473.shtml,http://en.wikipedia.org/wiki/Diazepam,http://www.drugs.com/diazepam.html,0140-0005-01,2908,,DNC000549
DB00830,Phenmetrazine,134-49-6,SmallMoleculeDrug,C07432,"",4762,46504524,"","","","","","",,"","",http://en.wikipedia.org/wiki/Phenmetrazine,"","",4598,,DAP000860
DB00831,Trifluoperazine,117-89-5,SmallMoleculeDrug,C07168,"",5566,46507961,45951,PA451771,TFP,,,,776505,http://www.rxlist.com/cgi/generic3/trifluo.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1412.shtml,http://en.wikipedia.org/wiki/Trifluoperazine,http://www.drugs.com/cdi/trifluoperazine.html,0378-2401-01,5365,50001886,DAP000034
DB00832,Phensuximide,86-34-0,SmallMoleculeDrug,C07437,D00508,6839,46505695,"",PA450922,"",,,,,"","",http://en.wikipedia.org/wiki/Phensuximide,"","",6578,,
DB00833,Cefaclor,53994-73-3,SmallMoleculeDrug,C06877,D00256,40958,46507693,3478,PA448833,"",,,,2237730,http://www.rxlist.com/cgi/generic/cefaclor.htm,"",http://en.wikipedia.org/wiki/Cefaclor,http://www.drugs.com/cdi/cefaclor.html,63304-658-30,37396,,DAP000442
DB00834,Mifepristone,84371-65-3,SmallMoleculeDrug,C07652,D00585,55245,46505795,50692,PA450500,486,,,,,http://www.rxlist.com/cgi/generic3/mifeprist.htm,"",http://en.wikipedia.org/wiki/Mifepristone,http://www.drugs.com/cdi/mifepristone.html,,49889,18627,DAP000090
DB00835,Brompheniramine,86-22-6,SmallMoleculeDrug,C06857,"",6834,46508137,3183,PA448675,"",,,,2244079,"","",http://en.wikipedia.org/wiki/Brompheniramine,http://www.drugs.com/cdi/brompheniramine-12-hour-sustained-release-tablets.html,,6573,50017666,DAP001066
DB00836,Loperamide,53179-11-6,SmallMoleculeDrug,C07080,"",3955,46504591,6532,PA450262,"",,,,2240415,http://www.rxlist.com/cgi/generic3/loperamide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/imo1206.shtml,http://en.wikipedia.org/wiki/Loperamide,http://www.drugs.com/cdi/loperamide.html,0378-2100-01,3818,50017698,DAP000425
DB00837,Progabide,62666-20-0,SmallMoleculeDrug,"","",5361323,46506568,"","","","",,"",,"","",http://en.wikipedia.org/wiki/Progabide,"","",4514729,,DAP000258
DB00838,Clocortolone,34097-16-0,SmallMoleculeDrug,"",D02287,5282493,46505290,59582,PA449043,"",,,,,http://www.rxlist.com/cgi/generic2/clocortolone.htm,"",http://en.wikipedia.org/wiki/Clocortolone,http://www.drugs.com/cdi/clocortolone.html,"",4445634,,DAP001190
DB00839,Tolazamide,1156-19-0,SmallMoleculeDrug,"",D00379,5503,46505642,"",PA451715,"",,,,,http://www.rxlist.com/cgi/generic/tolinase.htm,"",http://en.wikipedia.org/wiki/Tolazamide,http://www.drugs.com/cdi/tolazamide.html,0378-0217-01,5302,,DAP000919
DB00840,Hydroxypropyl cellulose,9004-64-2,SmallMoleculeDrug,"",D01536,,,"",PA449935,"",,,,,http://www.rxlist.com/cgi/generic/lacrisert.htm,"",http://en.wikipedia.org/wiki/Hydroxypropyl_cellulose,http://www.drugs.com/cdi/artificial-tear-insert.html,0006-3380-60,,,
DB00841,Dobutamine,34368-04-2,SmallMoleculeDrug,C06967,D03879,36811,46505241,4670,PA449381,"",,,,2242010,http://www.rxlist.com/cgi/generic3/dobutamine.htm,"",http://en.wikipedia.org/wiki/Dobutamine,http://www.drugs.com/cdi/dobutamine.html,55390-560-90,33786,50028971,DAP000245
DB00842,Oxazepam,604-75-1,SmallMoleculeDrug,C07359,D00464,4616,46506031,7823,PA450731,"","","","",726370,http://www.rxlist.com/cgi/generic3/oxazepam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/oxa1400.shtml,http://en.wikipedia.org/wiki/Oxazepam,http://www.drugs.com/cdi/oxazepam.html,0228-2067-10,4455,,DAP000243
DB00843,Donepezil,120014-06-4,SmallMoleculeDrug,"",D00670,3152,46504803,53289,PA449394,"",,,,2232044,http://www.rxlist.com/cgi/generic/donepezil.htm,"",http://en.wikipedia.org/wiki/Donepezil,http://www.drugs.com/cdi/donepezil.html,62856-851-30,3040,8960,DAP000560
DB00844,Nalbuphine,20594-83-6,SmallMoleculeDrug,C07251,"",5360630,46507383,7454,PA450581,"",,,,1913972,http://www.rxlist.com/cgi/generic3/nalbuphine.htm,"",http://en.wikipedia.org/wiki/Nalbuphine,http://www.drugs.com/cdi/nalbuphine.html,0555-1121-05,4514550,,DAP000380
DB00845,Clofazimine,2030-63-9,SmallMoleculeDrug,C06915,D00278,2794,46508174,3749,PA449044,"",,,,,http://www.rxlist.com/cgi/generic3/clofazimine.htm,"",http://en.wikipedia.org/wiki/Clofazimine,http://www.drugs.com/cons/clofazimine.html,"",2692,,DAP000789
DB00846,Flurandrenolide,1524-88-5,SmallMoleculeDrug,"",D00328,15209,46505159,"",PA449680,"","","","",128724,http://www.rxlist.com/cgi/generic2/fluran.htm,"",http://en.wikipedia.org/wiki/Fludroxycortide,http://www.drugs.com/cdi/flurandrenolide-cream.html,55515-052-15,14475,,DAP000418
DB00847,Cysteamine,60-23-1,SmallMoleculeDrug,C01678,D03634,6058,46507730,17141,PA449172,"",,,,,"","",http://en.wikipedia.org/wiki/Cysteamine,http://www.drugs.com/cdi/cysteamine.html,0378-9040-05,5834,7968,DAP001297
DB00848,Levamisole,14769-73-4,SmallMoleculeDrug,C07070,"",26879,46509052,30524,PA450205,"",,,,645699,http://www.rxlist.com/cgi/generic3/levamisole.htm,"",http://en.wikipedia.org/wiki/Levamisole,http://www.drugs.com/mtm/levamisole.html,"",25037,50241179,DAP000570
DB00849,Methylphenobarbital,115-38-8,SmallMoleculeDrug,C07829,D00700,8271,46505197,6758,"","","","","",,http://www.rxlist.com/cgi/generic2/mephobarbital.htm,"",http://en.wikipedia.org/wiki/Mephobarbital,"","",7972,,DAP000680
DB00850,Perphenazine,58-39-9,SmallMoleculeDrug,C07427,D00503,4748,46507058,8028,PA450882,"",,,,726184,http://www.rxlist.com/cgi/generic3/perphenazine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1616.shtml,http://en.wikipedia.org/wiki/Perphenazine,http://www.drugs.com/cdi/perphenazine.html,0781-1046-01,4586,,DAP000100
DB00851,Dacarbazine,4342-03-4,SmallMoleculeDrug,"",D00288,5353562,46507029,4305,PA449197,"","",,"",2241445,http://www.rxlist.com/cgi/generic2/dacarbazine.htm,"",http://en.wikipedia.org/wiki/Dacarbazine,http://www.drugs.com/cdi/dacarbazine.html,0703-5075-01,4508228,,DAP000533
DB00852,Pseudoephedrine,90-82-4,SmallMoleculeDrug,"","",7028,46508190,51209,"","",,,,2239134,http://www.rxlist.com/cgi/generic/sudafed.htm,"",http://en.wikipedia.org/wiki/Pseudoephedrine,http://www.drugs.com/pseudoephedrine.html,11822-0054-6,6761,,DAP000195
DB00853,Temozolomide,85622-93-1,SmallMoleculeDrug,"","",5394,46507934,"",PA451609,"","",,"",2241094,http://www.rxlist.com/cgi/generic2/temoz.htm,"",http://en.wikipedia.org/wiki/Temozolomide,http://www.drugs.com/cdi/temozolomide.html,0085-3004-02,5201,50034562,DAP000987
DB00854,Levorphanol,77-07-6,SmallMoleculeDrug,C08014,"",,,"",PA450219,"",,,,,http://www.rxlist.com/cgi/generic2/levorphanol.htm,"",http://en.wikipedia.org/wiki/Levorphanol,http://www.drugs.com/cdi/levorphanol.html,0187-3072-10,,50017233,DAP000268
DB00855,Aminolevulinic acid,106-60-5,SmallMoleculeDrug,C00430,"",137,46506856,17549,PA10015,"",,,,,http://www.rxlist.com/cgi/generic3/levulan.htm,"",http://en.wikipedia.org/wiki/Aminolevulinic_acid,http://www.drugs.com/cdi/aminolevulinic-acid-solution.html,67308-101-01,134,,DAP000314
DB00856,Chlorphenesin,104-29-0,SmallMoleculeDrug,C07928,"",7697,46504714,"",PA448958,"",,,,2091496,"","","",http://www.drugs.com/mtm/chlorphenesin.html,"",7411,,
DB00857,Terbinafine,91161-71-6,SmallMoleculeDrug,C08079,D02375,1549008,46508519,"",PA451614,"",,,,2240346,http://www.rxlist.com/cgi/generic/terbin.htm,"",http://en.wikipedia.org/wiki/Terbinafine,http://www.drugs.com/cdi/terbinafine.html,0378-5710-93,5209,,DAP000753
DB00858,Dromostanolone,521-12-0,SmallMoleculeDrug,C14605,"",224004,46508724,34838,"","","","","",,"","","","","",194604,,DAP000840
DB00859,Penicillamine,52-67-5,SmallMoleculeDrug,C07418,D00496,5852,46508305,50868,PA450840,"",,,,16055,http://www.rxlist.com/cgi/generic3/penicillamine.htm,"",http://en.wikipedia.org/wiki/Penicillamine,http://www.drugs.com/cdi/penicillamine.html,0037-4401-01,5643,,DNC000575
DB00860,Prednisolone,50-24-8,SmallMoleculeDrug,C07369,D00472,5755,46504847,8378,PA451096,"",,,,2245532,http://www.rxlist.com/cgi/generic/prednisolone.htm,"",http://en.wikipedia.org/wiki/Prednisolone,http://www.drugs.com/cdi/prednisolone-acetate-drops.html,0121-0687-05,5552,19190,DAP000419
DB00861,Diflunisal,22494-42-4,SmallMoleculeDrug,C01691,D00130,3059,46507807,39669,PA449313,FHI,,,,2058413,http://www.rxlist.com/cgi/generic3/diflunisal.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dol1145.shtml,http://en.wikipedia.org/wiki/Diflunisal,http://www.drugs.com/cdi/diflunisal.html,54868-3049-3,2951,,DAP000152
DB00862,Vardenafil,224785-90-4,SmallMoleculeDrug,"","",110634,46506777,"",PA10229,"",,,,2250462,http://www.rxlist.com/cgi/generic3/levitra.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lev1688.shtml,http://en.wikipedia.org/wiki/Vardenafil,http://www.drugs.com/cdi/vardenafil.html,0085-1923-01,99300,14776,DAP000414
DB00863,Ranitidine,66357-35-5,SmallMoleculeDrug,"",D00422,3001055,46505543,8776,PA451224,"",,,,740748,http://www.rxlist.com/cgi/generic2/ranitbc.htm,"",http://en.wikipedia.org/wiki/Ranitidine,http://www.drugs.com/ranitidine.html,0172-4357-49,2272523,22893,DAP000340
DB00864,Tacrolimus,104987-11-3,SmallMoleculeDrug,C01375,"",445647,46506004,61049,PA451578,FK5,,,,2243144,http://www.rxlist.com/cgi/generic2/tacrolimus.htm,"",http://en.wikipedia.org/wiki/Tacrolimus,http://www.drugs.com/cdi/tacrolimus.html,0469-0607-73,,,DAP000162
DB00865,Benzphetamine,156-08-1,SmallMoleculeDrug,C07538,"",2341,46506102,3044,PA448586,"",,,,,http://www.rxlist.com/cgi/generic/benzphet.htm,"",http://en.wikipedia.org/wiki/Benzphetamine,http://www.drugs.com/cdi/benzphetamine.html,0009-0024-01,2251,,DAP001147
DB00866,Alprenolol,13655-52-2,SmallMoleculeDrug,"","",2119,46506033,51211,"","",,,,,"","","","","",2035,25764,DAP000941
DB00867,Ritodrine,26652-09-5,SmallMoleculeDrug,C07239,D02359,33572,46505273,"",PA451258,"",,,,550140,"","",http://en.wikipedia.org/wiki/Ritodrine,http://www.drugs.com/cons/ritodrine-oral-intravenous.html,"",30971,,DAP000937
DB00868,Benzonatate,104-31-4,SmallMoleculeDrug,"",D00242,7699,46506376,3032,"","",,,,,http://www.rxlist.com/cgi/generic/benzon.htm,"",http://en.wikipedia.org/wiki/Benzonatate,http://www.drugs.com/cdi/benzonatate.html,0904-5904-60,7413,,DAP000514
DB00869,Dorzolamide,120279-96-1,SmallMoleculeDrug,C06969,D07871,3154,46506754,4702,PA449399,"",,,,2216205,http://www.rxlist.com/cgi/generic/dorzolamide.htm,"",http://en.wikipedia.org/wiki/Dorzolamide,http://www.drugs.com/cdi/dorzolamide-drops.html,0093-7618-33,3042,50043906,DAP000775
DB00870,Suprofen,40828-46-4,SmallMoleculeDrug,C07320,D00452,5359,46508210,9362,PA451569,"",,,,,"","",http://en.wikipedia.org/wiki/Suprofen,http://www.drugs.com/mtm/suprofen-ophthalmic.html,0065-0348-25,5166,50090676,DAP000730
DB00871,Terbutaline,23031-25-6,SmallMoleculeDrug,C07129,"",5403,46506887,"",PA451616,"",,,,786616,http://www.rxlist.com/cgi/generic3/terbutaline.htm,"",http://en.wikipedia.org/wiki/Terbutaline,http://www.drugs.com/cdi/terbutaline.html,0143-9746-10,5210,25770,DAP000246
DB00872,Conivaptan,210101-16-9,SmallMoleculeDrug,"",D01236,151171,46504533,681850,"","",,,,,"","",http://en.wikipedia.org/wiki/Conivaptan,http://www.drugs.com/cdi/conivaptan.html,,133239,,DNC001525
DB00873,Loteprednol,82034-46-6,SmallMoleculeDrug,"",D01689,444025,46504713,50848,PA450271,"","","","",,http://www.rxlist.com/cgi/generic2/lotemax.htm,"",http://en.wikipedia.org/wiki/Loteprednol,http://www.drugs.com/cdi/loteprednol-drops.html,24208-299-25,392049,,DAP001045
DB00874,Guaifenesin,93-14-1,SmallMoleculeDrug,"",D00337,3516,46508004,"",PA449818,"",,,,2242892,http://www.rxlist.com/cgi/generic2/guaifen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tus1463.shtml,http://en.wikipedia.org/wiki/Guaifenesin,http://www.drugs.com/guaifenesin.html,63824-023-36,3396,,
DB00875,Flupenthixol,2709-56-0,SmallMoleculeDrug,"",D01044,5281878,46507816,5121,PA10268,"",,,,2156016,"","",http://en.wikipedia.org/wiki/Flupenthixol,"","",16115,,DAP000026
DB00876,Eprosartan,133040-01-4,SmallMoleculeDrug,C07467,D04040,6398765,46506765,4814,PA449481,"",,,,2243942,http://www.rxlist.com/cgi/generic3/eprosartan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tev1538.shtml,http://en.wikipedia.org/wiki/Eprosartan,http://www.drugs.com/cdi/eprosartan.html,"",54861,,DAP001367
DB00877,Sirolimus,53123-88-9,SmallMoleculeDrug,C07909,D00753,,,9168,PA451365,ARD,,,,2243237,http://www.rxlist.com/cgi/generic2/sirolimus.htm,"",http://en.wikipedia.org/wiki/Sirolimus,http://www.drugs.com/cdi/sirolimus.html,"",,50240955,DNC001197
DB00878,Chlorhexidine,55-56-1,SmallMoleculeDrug,C06902,"",9552079,46506388,"",PA448934,"","",,"",2242329,http://www.rxlist.com/cgi/generic2/chlorhexidine.htm,"",http://en.wikipedia.org/wiki/Chlorhexidine,http://www.drugs.com/cdi/chlorhexidine-liquid.html,0116-2001-16,2612,,DAP001326
DB00879,Emtricitabine,143491-57-0,SmallMoleculeDrug,C12599,D01199,60877,46507606,31536,PA10069,"",,,,,http://www.rxlist.com/cgi/generic3/emtriva.htm,"",http://en.wikipedia.org/wiki/Emtricitabine,http://www.drugs.com/cdi/emtricitabine.html,61958-0602-1,54859,50046283,DAP001084
DB00880,Chlorothiazide,58-94-6,SmallMoleculeDrug,C07461,D00519,2720,46507032,3640,PA448953,"","","","",231169,http://www.rxlist.com/cgi/generic2/chloroth.htm,"",http://en.wikipedia.org/wiki/Chlorothiazide,http://www.drugs.com/cdi/chlorothiazide.html,0378-0150-01,2619,,DAP000605
DB00881,Quinapril,85441-61-8,SmallMoleculeDrug,C07398,D03752,54892,46506309,8713,PA451205,"",,,,1947672,http://www.rxlist.com/cgi/generic/quinap.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=Acc1002.html&contentName=Accupril&contentId=03,http://en.wikipedia.org/wiki/Quinapril,http://www.drugs.com/cdi/quinapril.html,0378-1117-77,49565,,DAP000588
DB00882,Clomifene,911-45-5,SmallMoleculeDrug,"",D00962,1548955,46504463,3752,PA449047,"","","","",640158,http://www.rxlist.com/cgi/generic/clomiph.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/clo1088.shtml,http://en.wikipedia.org/wiki/Clomifene,,0068-0226-30,1265969,50170640,DAP001013
DB00883,Isosorbide Dinitrate,87-33-2,SmallMoleculeDrug,C07456,D00516,6883,46506412,6061,PA450125,"",,,,670944,http://www.rxlist.com/cgi/generic2/isodinit.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/iso1212.shtml,"",http://www.drugs.com/cdi/isosorbide-dinitrate.html,0008-4139-01,6619,,DAP001057
DB00884,Risedronate,105462-24-6,SmallMoleculeDrug,C08233,"",5245,46507526,"","",RIS,,,,2242518,http://www.rxlist.com/cgi/generic/risedronate.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/act1580.shtml,http://en.wikipedia.org/wiki/Risedronate,http://www.drugs.com/cdi/risedronate-tablets.html,0149-0471-01,5055,12576,DAP000658
DB00885,Pemirolast,100299-08-9,SmallMoleculeDrug,"",D01088,57697,46509034,"",PA10285,"","","","",,http://www.rxlist.com/cgi/generic/alamast.htm,"","",http://www.drugs.com/cdi/pemirolast.html,68669-711-10,51990,,DAP001064
